"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Administrative Officer (AO)","24324","24324","Human Resources Support Officer","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG452","Executive Officer (EO)","25324","30045","Policy Support Officer","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG466","Executive Officer (EO)","25324","30045","Planning Support Officer","1.00","Planning","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Executive Officer (EO)","25324","30045","Operational Delivery Support Officer","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG387","Executive Officer (EO)","25324","30045","Policy Support Officer","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG361","Executive Officer (EO)","25324","30045","Planning Support Officer","1.00","Planning","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG333","Executive Officer (EO)","25324","30045","Policy Support Officer","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG387","Executive Officer (EO)","25324","30045","Operational Delivery Support Officer","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Executive Officer (EO)","25324","30045","Human Resources Support Officer","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG466","Executive Officer (EO)","25324","30045","Planning Support Officer","1.00","Planning","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG336","Executive Officer (EO)","25324","30045","Human Resources Support Officer","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG419","Grade 6 (G6)","58946","69960","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG526","Grade 6 (G6)","58946","69960","Project Delivery Advisor","1.00","Project Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Grade 6 (G6)","58946","69960","Operational Delivery Advisor","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG479","Grade 6 (G6)","58946","69960","Human Resources Advisor","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG146","Grade 6 (G6)","58946","69960","Human Resources Advisor","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG484","Grade 6 (G6)","58946","69960","Operational Delivery Advisor","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG562","Grade 6 (G6)","58946","69960","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG361","Grade 6 (G6)","58946","69960","Planning Advisor","1.00","Planning","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Grade 6 (G6)","58946","69960","Human Resources Advisor","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG543","Grade 6 (G6)","58946","69960","Project Delivery Advisor","1.00","Project Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG526","Grade 7 (G7)","49697","58862","Project Delivery Advisor","1.00","Project Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG543","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG522","Grade 7 (G7)","49697","58862","Communications Advisor","1.00","Communications","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG404","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG231","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Grade 7 (G7)","49697","58862","Human Resources Advisor","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Grade 7 (G7)","49697","58862","Human Resources Advisor","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Grade 7 (G7)","49697","58862","Human Resources Advisor","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG321","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Grade 7 (G7)","49697","58862","Project Delivery Advisor","1.00","Project Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG330","Grade 7 (G7)","49697","58862","Statistics Advisor","1.00","Statistics","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG462","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG486","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG361","Grade 7 (G7)","49697","58862","Planning Advisor","1.00","Planning","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG146","Grade 7 (G7)","49697","58862","Human Resources Advisor","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG146","Grade 7 (G7)","49697","58862","Human Resources Advisor","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG246","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG386","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG386","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG386","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG448","Grade 7 (G7)","49697","58862","Project Delivery Advisor","1.00","Project Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG448","Grade 7 (G7)","49697","58862","Project Delivery Advisor","1.00","Project Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG159","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG543","Grade 7 (G7)","49697","58862","Project Delivery Advisor","1.00","Project Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG450","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG254","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Grade 7 (G7)","49697","58862","Digital Data and Technology Advisor","1.00","Digital Data and Technology","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG572","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG385","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG324","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG479","Grade 7 (G7)","49697","58862","Human Resources Advisor","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG539","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG423","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North West"
