"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG321","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG321","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","0.86","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG382","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG382","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG321","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG382","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG382","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG382","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG448","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG440","Higher Executive Officer (HEO) - London","33210","38300","Economics Manager","1.00","Economics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG440","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG440","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","0.83","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG488","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG488","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG488","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG488","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG386","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG414","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG414","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG414","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","0.86","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG414","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG414","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG387","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG387","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG387","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG387","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG414","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG471","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG471","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG471","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG471","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG471","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","0.90","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG471","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG471","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG414","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG414","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG414","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG414","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG414","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG361","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG245","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","0.60","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG186","Higher Executive Officer (HEO) - London","33210","38300","Knowledge & Information Management (KIM) Manager","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG142","Higher Executive Officer (HEO) - London","33210","38300","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG402","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG402","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG367","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG367","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG402","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG386","Higher Executive Officer (HEO) - London","33210","38300","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG367","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG245","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG245","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG361","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG361","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG361","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG361","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG361","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG417","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG417","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Housing and Planning","CLG417","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
